name,slottime_GMT,slottype,slotavg,pointTitle
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-17 00:00:00,D,897.738541666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-17 00:00:00,D,2078.858443376,Steam
DuffieldHall.CW.FP/TONS,2016-07-18 00:00:00,D,619.873625000,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-18 00:00:00,D,939.883333333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-18 00:00:00,D,2034.891488589,Steam
DuffieldHall.CW.FP/TONS,2016-07-19 00:00:00,D,454.934870967,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-19 00:00:00,D,924.083333333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-19 00:00:00,D,1981.011289529,Steam
DuffieldHall.CW.FP/TONS,2016-07-20 00:00:00,D,361.130083333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-20 00:00:00,D,917.811458333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-20 00:00:00,D,1959.374326555,Steam
DuffieldHall.CW.FP/TONS,2016-07-21 00:00:00,D,377.904854166,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-21 00:00:00,D,893.011458333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-21 00:00:00,D,2065.775057142,Steam
DuffieldHall.CW.FP/TONS,2016-07-22 00:00:00,D,631.137135416,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-22 00:00:00,D,900.981250000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-22 00:00:00,D,2072.054586666,Steam
DuffieldHall.CW.FP/TONS,2016-07-23 00:00:00,D,573.066697916,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-23 00:00:00,D,873.980208333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-23 00:00:00,D,2066.324077808,Steam
DuffieldHall.CW.FP/TONS,2016-07-24 00:00:00,D,499.300281250,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-24 00:00:00,D,877.239583333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-24 00:00:00,D,2095.087596811,Steam
DuffieldHall.CW.FP/TONS,2016-07-25 00:00:00,D,613.346239583,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-25 00:00:00,D,909.262500000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-25 00:00:00,D,2078.692124000,Steam
DuffieldHall.CW.FP/TONS,2016-07-26 00:00:00,D,602.932062500,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-26 00:00:00,D,912.170833333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-26 00:00:00,D,2041.741628571,Steam
DuffieldHall.CW.FP/TONS,2016-07-27 00:00:00,D,520.319187500,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-27 00:00:00,D,903.869791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-27 00:00:00,D,1994.355113289,Steam
DuffieldHall.CW.FP/TONS,2016-07-28 00:00:00,D,562.494635416,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-28 00:00:00,D,888.777083333,Electric
